date,volume,open,close,high,low,adjclose
2009/1/2,7296400,51.34999847,54.36000061,54.52999878,51.06999969,54.36000061
2009/1/5,9509800,55.72999954,54.06000137,55.74000168,53.02999878,54.06000137
2009/1/6,11080100,54.54999924,57.36000061,58.22000122,53.75,57.36000061
2009/1/7,7942700,56.29000092,56.20000076,56.95000076,55.34999847,56.20000076
2009/1/8,6577900,54.99000168,57.15999985,57.31999969,54.58000183,57.15999985
2009/1/9,6684100,56.91999817,55.50999832,57,54.70000076,55.50999832
2009/1/12,9556300,54.11999893,51.91999817,54.29999924,50.86999893,51.91999817
2009/1/13,7883200,50.95999908,51.45000076,53.29000092,50.75,51.45000076
2009/1/14,10442600,50.09999847,48.49000168,50.09999847,48.13999939,48.49000168
2009/1/15,11617300,48.56000137,51.43999863,52.22999954,47.63000107,51.43999863
2009/1/16,8258200,51.79999924,51.59000015,52.33000183,49.52999878,51.59000015
2009/1/20,6767200,50.75,48.43999863,51.70000076,48.27000046,48.43999863
2009/1/21,5829500,49.31000137,50.54000092,50.68999863,48.25,50.54000092
2009/1/22,7133300,49.41999817,49.93999863,50.88000107,48.25999832,49.93999863
2009/1/23,5793300,48.90000153,50.63000107,51.41999817,48.45000076,50.63000107
2009/1/26,7155700,50.18000031,49.63000107,50.88999939,48.52000046,49.63000107
2009/1/27,8738200,49.29999924,48.43999863,50.41999817,47.72000122,48.43999863
2009/1/28,8056600,49.72000122,50.36000061,51.49000168,48.97000122,50.36000061
2009/1/29,17966800,49.95999908,50,51.84999847,49.13999939,50
2009/1/30,39783100,57.36000061,58.81999969,59.74000168,57.24000168,58.81999969
2009/2/2,19324300,58.56999969,61.15000153,62,58.13000107,61.15000153
2009/2/3,14694600,60.86999893,63.59000015,64.19999695,60,63.59000015
2009/2/4,13726300,63.38000107,61.06000137,63.43999863,60.83000183,61.06000137
2009/2/5,10169600,61.15000153,63.18000031,63.81000137,60.63000107,63.18000031
2009/2/6,12044900,63.18000031,66.55000305,67,63.18000031,66.55000305
2009/2/9,9437600,66.55999756,66.70999908,67.36000061,65.37999725,66.70999908
2009/2/10,10700600,66.15000153,63.31000137,67.23000336,63.06999969,63.31000137
2009/2/11,8347300,63.09999847,64.34999847,64.90000153,62.25,64.34999847
2009/2/12,8095500,63.25,63.95999908,64.25,61.70999908,63.95999908
2009/2/13,4130900,63.97000122,63.25999832,64.68000031,62.86999893,63.25999832
2009/2/17,7126100,61.66999817,61.66999817,62.65000153,61.18000031,61.66999817
2009/2/18,7366000,62.27000046,62.34999847,62.77999878,60.52000046,62.34999847
2009/2/19,6768900,62.84000015,61.95000076,64.18000031,61.66999817,61.95000076
2009/2/20,9354500,61.06999969,63.86000061,64.15000153,60.84000015,63.86000061
