date,volume,open,close,high,low,adjclose
2009/1/2,14088500,84.01999664,86.76000214,87.62000275,82.19000244,75.83088684
2009/1/5,15996700,85.80999756,88.77999878,90.94999695,85.45999908,77.59641266
2009/1/6,21551800,90.05000305,88.70999908,92.19999695,87.72000122,77.53525543
2009/1/7,12465500,86.91000366,84.5,87.84999847,83.65000153,73.85559082
2009/1/8,13448100,83.51999664,85.41000366,86.51999664,82.68000031,74.65096283
2009/1/9,12192900,85.91000366,83.91999817,86.87000275,80.41000366,73.34864044
2009/1/12,15776600,83.36000061,77.66999817,83.76000214,76.43000031,67.88597107
2009/1/13,25861100,74.16000366,77.91999817,78.87999725,73.70999908,68.10445404
2009/1/14,18336700,75.87999725,75.69000244,76.87999725,73.44999695,66.15537262
2009/1/15,25795400,75.02999878,73.83000183,76.19999695,69,64.52966309
2009/1/16,26049300,75.98000336,73.05000305,76.5,69.94999695,63.84791183
2009/1/20,33123100,69.59999847,59.20000076,70.26000214,59.13000107,51.7426033
2009/1/21,38168900,63.38999939,69.90000153,70.09999847,63.25,61.09473038
2009/1/22,24608200,67.27999878,71.02999878,73.69000244,65.52999878,62.08238983
2009/1/23,21924100,67.87000275,74.91000366,75.34999847,67.12000275,65.47361755
2009/1/26,18729300,76.05999756,74.19999695,78.75,72.76999664,64.85308075
2009/1/27,20655300,75.51000214,78.26000214,78.65000153,74.76999664,68.40161896
2009/1/28,34234400,84.27999878,87.69999695,89.09999847,83.37000275,76.65248108
2009/1/29,21624300,85.12999725,82.72000122,86.58999634,82.12000275,72.29981232
2009/1/30,20344900,83.58999634,80.73000336,84.77999878,79.34999847,70.56046295
2009/2/2,18485500,78.77999878,83.56999969,84,78.56999969,73.04272461
2009/2/3,19442500,84.30000305,82.80999756,84.5,79.80000305,72.37847137
2009/2/4,29780400,83.69999695,87.97000122,89.91999817,83.44999695,76.88845062
2009/2/5,33847500,86.76999664,92.84999847,94.69999695,86.26000214,81.15371704
2009/2/6,26559800,94.26999664,96.56999969,96.58000183,91.55999756,84.4050827
2009/2/9,18736400,97.01999664,97.88999939,98.66000366,94.62999725,85.55884552
2009/2/10,29857200,96.79000092,90.40000153,97.88999939,89.69999695,79.01236725
2009/2/11,19554400,91.75,94.70999908,94.94000244,90.41999817,82.77942657
2009/2/12,22915400,92.65000153,95.58000183,96.19999695,91.47000122,83.53985596
2009/2/13,22975200,95,96.44999695,97.98000336,94.5,84.30024719
2009/2/17,31078100,92.26000214,85.70999908,92.48000336,84.79000092,74.91313934
2009/2/18,32610600,87.69000244,84.5,87.69000244,81.06999969,73.85559082
2009/2/19,24476100,86.41000366,86.01000214,88.87000275,85.52999878,75.17536926
2009/2/20,36146100,81.94999695,84.58999634,87.15000153,79.26999664,74.33757019
2009/2/23,22298600,86.51000214,80.06999969,87.76999664,79.79000092,70.36540985
2009/2/24,33115800,81.52999878,92.98000336,93.08999634,81.51000214,81.71069336
2009/2/25,36249600,91.55000305,89.91999817,93.5,87.30000305,79.02155304
2009/2/26,27516400,92.30000305,92.15000153,94,90.01999664,80.98130798
2009/2/27,26041700,88.62999725,91.08000183,93.37999725,87.5,80.04098511
2009/3/2,24074100,87.86000061,86.26999664,90.20999908,85.55999756,75.81394958
2009/3/3,30943600,88.33000183,82.37000275,88.83999634,80.29000092,72.38665009
2009/3/4,28050800,84.90000153,85.47000122,88,81.5,75.11090851
2009/3/5,24826200,82.87999725,81.72000122,85.69999695,79.34999847,71.81542206
2009/3/6,33484400,82.33000183,75.65000153,84.48000336,73.25,66.48114014
2009/3/9,23648800,73.76999664,73.94999695,77.40000153,72.77999878,64.98717499
2009/3/10,35004400,77.68000031,85.27999878,85.44999695,77.09999847,74.94394684
2009/3/11,37989000,86.88999939,92.38999939,93.5,85.58000183,81.19220734
2009/3/12,30814100,92.02999878,97.25,97.5,90.18000031,85.46315002
2009/3/13,30959400,97.79000092,98.80000305,99.83999634,95.63999939,86.82530975
2009/3/16,28240800,100.3300018,93.90000153,101.4100037,93.19000244,82.51921082
2009/3/17,23327500,92.63999939,98.98999786,99.01000214,92.55000305,86.99227142
2009/3/18,34372900,97.58000183,105.25,106.7900009,96.69999695,92.49356079
2009/3/19,28577100,104.6500015,99.30000305,105.7699966,99.26000214,87.26470184
2009/3/20,29137300,99.51000214,97.31999969,100.5,95.09999847,85.52468872
2009/3/23,33581800,102.5,111.9300003,111.9300003,101.3000031,98.36393738
2009/3/24,30914400,110.5899963,110.5999985,115.6500015,109.3399963,97.19512939
2009/3/25,32805900,111.1299973,112.9499969,113.9100037,106.1299973,99.26031494
2009/3/26,28844800,112,111.9899979,113.1900024,109.4499969,98.41666412
2009/3/27,21569500,109.6100006,108.0800018,111.5,107.8199997,94.98055267
2009/3/30,21354900,104.1100006,100.4599991,105.0500031,100.4599991,88.28412628
2009/3/31,25927400,102.8099976,106.0199966,108.5,102.4800034,93.17022705
2009/4/1,24883000,104.0999985,110.2900009,111.3399963,103.9400024,96.92268372
2009/4/2,30053600,115.2099991,114.2200012,115.9000015,112.5,100.3763809
